Plane_Angle,V_angle,V_mag
180.0,0.0,4.343
180.0,0.0,4.629
180.0,0.0,4.914
180.0,0.0,5.2
180.0,0.833,5.2
180.0,0.897,4.914
180.0,0.946,4.629
180.0,1.0,4.343
180.0,1.094,4.057
180.0,1.167,3.771
180.0,1.25,3.486
180.0,1.4,3.2
180.0,1.522,2.914
180.0,1.667,5.2
180.0,1.75,2.629
180.0,1.795,4.914
180.0,1.892,4.629
180.0,1.944,2.343
180.0,2.0,4.343
180.0,2.188,2.057
180.0,2.188,4.057
180.0,2.333,3.771
180.0,2.5,3.486
180.0,2.5,5.2
180.0,2.692,1.771
180.0,2.692,4.914
180.0,2.8,3.2
180.0,2.838,4.629
180.0,3.0,4.343
180.0,3.043,2.914
180.0,3.182,1.486
180.0,3.281,4.057
180.0,3.333,5.2
180.0,3.5,2.629
180.0,3.5,3.771
180.0,3.59,4.914
180.0,3.75,3.486
180.0,3.784,4.629
180.0,3.889,1.2
180.0,3.889,2.343
180.0,4.0,4.343
180.0,4.167,5.2
180.0,4.2,3.2
180.0,4.375,2.057
180.0,4.375,4.057
180.0,4.487,4.914
180.0,4.565,2.914
180.0,4.667,3.771
180.0,4.73,4.629
180.0,5.0,3.486
180.0,5.0,4.343
180.0,5.0,5.2
180.0,5.25,2.629
180.0,5.385,1.771
180.0,5.385,4.914
180.0,5.469,4.057
180.0,5.6,3.2
180.0,5.676,4.629
180.0,5.833,2.343
180.0,5.833,3.771
180.0,5.833,5.2
180.0,6.0,4.343
180.0,6.087,2.914
180.0,6.25,3.486
180.0,6.282,4.914
180.0,6.364,1.486
180.0,6.562,2.057
180.0,6.562,4.057
180.0,6.622,4.629
180.0,6.667,5.2
180.0,7.0,2.629
180.0,7.0,3.2
180.0,7.0,3.771
180.0,7.0,4.343
180.0,7.179,4.914
180.0,7.5,3.486
180.0,7.5,5.2
180.0,7.568,4.629
180.0,7.609,2.914
180.0,7.656,4.057
180.0,7.778,1.2
180.0,7.778,2.343
180.0,8.0,4.343
180.0,8.077,1.771
180.0,8.077,4.914
180.0,8.167,3.771
180.0,8.333,5.2
180.0,8.4,3.2
180.0,8.514,4.629
180.0,8.75,2.057
180.0,8.75,2.629
180.0,8.75,3.486
180.0,8.75,4.057
180.0,8.974,4.914
180.0,9.0,4.343
180.0,9.13,2.914
180.0,9.167,5.2
180.0,9.333,3.771
180.0,9.459,4.629
180.0,9.545,1.486
180.0,9.722,2.343
180.0,9.8,3.2
180.0,9.844,4.057
180.0,9.872,4.914
180.0,10.0,3.486
180.0,10.0,4.343
180.0,10.0,5.2
180.0,10.405,4.629
180.0,10.5,2.629
180.0,10.5,3.771
180.0,10.652,2.914
180.0,10.769,1.771
180.0,10.769,4.914
180.0,10.833,5.2
180.0,10.938,2.057
180.0,10.938,4.057
180.0,11.0,4.343
180.0,11.2,3.2
180.0,11.25,3.486
180.0,11.351,4.629
180.0,11.667,1.2
180.0,11.667,2.343
180.0,11.667,3.771
180.0,11.667,4.914
180.0,11.667,5.2
180.0,12.0,4.343
180.0,12.031,4.057
180.0,12.174,2.914
180.0,12.25,2.629
180.0,12.297,4.629
180.0,12.5,3.486
180.0,12.5,5.2
180.0,12.564,4.914
180.0,12.6,3.2
180.0,12.727,1.486
180.0,12.833,3.771
180.0,13.0,4.343
180.0,13.125,2.057
180.0,13.125,4.057
180.0,13.243,4.629
180.0,13.333,5.2
180.0,13.462,4.914
180.0,13.462,1.771
180.0,13.611,2.343
180.0,13.696,2.914
180.0,13.75,3.486
180.0,14.0,2.629
180.0,14.0,3.2
180.0,14.0,3.771
180.0,14.0,4.343
180.0,14.167,5.2
180.0,14.189,4.629
180.0,14.219,4.057
180.0,14.359,4.914
180.0,15.0,3.486
180.0,15.0,4.343
180.0,15.0,5.2
180.0,15.135,4.629
180.0,15.167,3.771
180.0,15.217,2.914
180.0,15.256,4.914
180.0,15.312,2.057
180.0,15.312,4.057
180.0,15.4,3.2
180.0,15.556,1.2
180.0,15.556,2.343
180.0,15.75,2.629
180.0,15.833,5.2
180.0,15.909,1.486
180.0,16.0,4.343
180.0,16.081,4.629
180.0,16.154,1.771
180.0,16.154,4.914
180.0,16.25,3.486
180.0,16.333,3.771
180.0,16.406,4.057
180.0,16.667,5.2
180.0,16.739,2.914
180.0,16.8,3.2
180.0,17.0,4.343
180.0,17.027,4.629
180.0,17.051,4.914
180.0,17.5,2.057
180.0,17.5,2.343
180.0,17.5,2.629
180.0,17.5,3.486
180.0,17.5,3.771
180.0,17.5,4.057
180.0,17.5,5.2
180.0,17.949,4.914
180.0,17.973,4.629
180.0,18.0,4.343
180.0,18.2,3.2
180.0,18.261,2.914
180.0,18.333,5.2
180.0,18.594,4.057
180.0,18.667,3.771
180.0,18.75,3.486
180.0,18.846,1.771
180.0,18.846,4.914
180.0,18.919,4.629
180.0,19.0,4.343
180.0,19.091,1.486
180.0,19.167,5.2
180.0,19.25,2.629
180.0,19.444,1.2
180.0,19.444,2.343
180.0,19.6,3.2
180.0,19.688,2.057
180.0,19.688,4.057
180.0,19.744,4.914
180.0,19.783,2.914
180.0,19.833,3.771
180.0,19.865,4.629
180.0,20.0,3.486
180.0,20.0,4.343
180.0,20.0,5.2
180.0,20.641,4.914
180.0,20.781,4.057
180.0,20.811,4.629
180.0,20.833,5.2
180.0,21.0,2.629
180.0,21.0,3.2
180.0,21.0,3.771
180.0,21.0,4.343
180.0,21.25,3.486
180.0,21.304,2.914
180.0,21.389,2.343
180.0,21.538,1.771
180.0,21.538,4.914
180.0,21.667,5.2
180.0,21.757,4.629
180.0,21.875,2.057
180.0,21.875,4.057
180.0,22.0,4.343
180.0,22.167,3.771
180.0,22.273,1.486
180.0,22.4,3.2
180.0,22.436,4.914
180.0,22.5,3.486
180.0,22.5,5.2
180.0,22.703,4.629
180.0,22.75,2.629
180.0,22.826,2.914
180.0,22.969,4.057
180.0,23.0,4.343
180.0,23.333,1.2
180.0,23.333,2.343
180.0,23.333,3.771
180.0,23.333,4.914
180.0,23.333,5.2
180.0,23.649,4.629
180.0,23.75,3.486
180.0,23.8,3.2
180.0,24.0,4.343
180.0,24.062,2.057
180.0,24.062,4.057
180.0,24.167,5.2
180.0,24.231,4.914
180.0,24.231,1.771
180.0,24.348,2.914
180.0,24.5,2.629
180.0,24.5,3.771
180.0,24.595,4.629
180.0,25.0,3.486
180.0,25.0,4.343
180.0,25.0,5.2
180.0,25.128,4.914
180.0,25.156,4.057
180.0,25.2,3.2
180.0,25.278,2.343
180.0,25.455,1.486
180.0,25.541,4.629
180.0,25.667,3.771
180.0,25.833,5.2
180.0,25.87,2.914
180.0,26.0,4.343
180.0,26.026,4.914
180.0,26.25,2.057
180.0,26.25,2.629
180.0,26.25,3.486
180.0,26.25,4.057
180.0,26.486,4.629
180.0,26.6,3.2
180.0,26.667,5.2
180.0,26.833,3.771
180.0,26.923,4.914
180.0,26.923,1.771
180.0,27.0,4.343
180.0,27.222,1.2
180.0,27.222,2.343
180.0,27.344,4.057
180.0,27.391,2.914
180.0,27.432,4.629
180.0,27.5,3.486
180.0,27.5,5.2
180.0,27.821,4.914
180.0,28.0,2.629
180.0,28.0,3.2
180.0,28.0,3.771
180.0,28.0,4.343
180.0,28.333,5.2
180.0,28.378,4.629
180.0,28.438,2.057
180.0,28.438,4.057
180.0,28.636,1.486
180.0,28.718,4.914
180.0,28.75,3.486
180.0,28.913,2.914
180.0,29.0,4.343
180.0,29.167,2.343
180.0,29.167,3.771
180.0,29.167,5.2
180.0,29.324,4.629
180.0,29.4,3.2
180.0,29.531,4.057
180.0,29.615,1.771
180.0,29.615,4.914
180.0,29.75,2.629
180.0,30.0,3.486
180.0,30.0,4.343
180.0,30.0,5.2
180.0,30.27,4.629
180.0,30.333,3.771
180.0,30.435,2.914
180.0,30.513,4.914
180.0,30.625,2.057
180.0,30.625,4.057
180.0,30.8,3.2
180.0,30.833,5.2
180.0,31.0,4.343
180.0,31.111,1.2
180.0,31.111,2.343
180.0,31.216,4.629
180.0,31.25,3.486
180.0,31.41,4.914
180.0,31.5,2.629
180.0,31.5,3.771
180.0,31.667,5.2
180.0,31.719,4.057
180.0,31.818,1.486
180.0,31.957,2.914
180.0,32.0,4.343
180.0,32.162,4.629
180.0,32.2,3.2
180.0,32.308,1.771
180.0,32.308,4.914
180.0,32.5,3.486
180.0,32.5,5.2
180.0,32.667,3.771
180.0,32.812,2.057
180.0,32.812,4.057
180.0,33.0,4.343
180.0,33.056,2.343
180.0,33.108,4.629
180.0,33.205,4.914
180.0,33.25,2.629
180.0,33.333,5.2
180.0,33.478,2.914
180.0,33.6,3.2
180.0,33.75,3.486
180.0,33.833,3.771
180.0,33.906,4.057
180.0,34.0,4.343
180.0,34.054,4.629
180.0,34.103,4.914
180.0,34.167,5.2
180.0,35.0,1.2
180.0,35.0,1.486
180.0,35.0,1.771
180.0,35.0,2.057
180.0,35.0,2.343
180.0,35.0,2.629
180.0,35.0,2.914
180.0,35.0,3.2
180.0,35.0,3.486
180.0,35.0,3.771
180.0,35.0,4.057
180.0,35.0,4.343
180.0,35.0,4.629
180.0,35.0,4.914
180.0,35.0,5.2
